"","dept","course_num","title","time","dist","semester"
"1574","global-affairs","GLBL 256","International Organizations","TTh 1pm-2:15pm","SO","fall"
"1575","global-affairs","GLBL 274","Terrorism","HTBA","SO","spring"
"1576","global-affairs","GLBL 275","Approaches to International Security","not listed","SO","both"
"1577","global-affairs","GLBL 281","Military History of the West since 1500","TTh 10:30am-11:20am","HU","fall"
"1578","global-affairs","GLBL 283","PowerStrategyand Security in the Asia-Pacific Region","HTBA","SO","spring"
"1579","global-affairs","GLBL 302","Contemporary Issues in Energy Policy","HTBA","SO","spring"
"1580","global-affairs","GLBL 307","Economic Evolution of the Latin American and Caribbean Countries","M 1:30pm-3:20pm","SO","spring"
"1581","global-affairs","GLBL 310","International Finance","MW 9am-10:15am","SO","spring"
"1582","global-affairs","GLBL 312","Economic and Policy Lessons from Japan","T 3:30pm-5:20pm","SO","spring"
"1583","global-affairs","GLBL 313","The Political Economy of AIDS in Africa","T 3:30pm-5:20pm","SO","fall"
"1584","global-affairs","GLBL 316","The Economics of Human Capital in Latin America","W 1:30pm-3:20pm","SO","spring"
"1585","global-affairs","GLBL 318","The Next China","MW 10:30am-11:20am","SO","fall"
"1586","global-affairs","GLBL 325","Health Inequality and Development","W 2:30pm-4:20pm","SO","fall"
"1587","global-affairs","GLBL 330","Debating Globalization","M 9:25am-11:15am","SO","fall"
"1588","global-affairs","GLBL 333","Comparative Welfare Policy in Developing Countries","W 1:30pm-3:20pm","SO","fall"
"1589","global-affairs","GLBL 336","Political Economy of Poverty Alleviation","HTBA","SO","spring"
"1590","global-affairs","GLBL 339","Political Parties in the Developing World","HTBA","SO","spring"
"1591","global-affairs","GLBL 345","Humility","T 9:25am-11:15am","HU","spring"
"1592","global-affairs","GLBL 361","Violence: State and Society","M 9:25am-11:15am","SO","fall"
"1593","global-affairs","GLBL 362","ImperialismInsurgencyand State Building in the Middle East and North Africa","T 9:25am-11:15am","SO","spring"
"1594","global-affairs","GLBL 369","Transatlantic Relations since 1989","M 1:30pm-3:20pm","SO","fall"
"1595","global-affairs","GLBL 380","Political Violence","T 1:30pm-3:20pm","SO","fall"
"1596","global-affairs","GLBL 384","Genocide and Ethnic Conflict","W 1:30pm-3:20pm","SO","fall"
"1597","global-affairs","GLBL 386","The Politics of Human Rights Law","W 1:30pm-3:20pm","WR","fall"
"1598","global-affairs","GLBL 388","The Politics of Foreign Policy","M 7pm-8:50pm","SO","fall"
"1599","global-affairs","GLBL 390","CybersecurityCyberwarand International Relations","Th 1:30pm-3:20pm","SO","spring"
"1600","global-affairs","GLBL 392","IntelligenceEspionageand American Foreign Policy","M 9:25am-11:15am","WR","fall"
"1601","global-affairs","GLBL 393","Humanitarian Interventions: EthicsPoliticsand Health","HTBA","SO","spring"
"1602","global-affairs","GLBL 450","Directed Research","HTBA","not specified","both"
"1603","global-affairs","GLBL 499","Senior Capstone Project","not listed","not specified","fall"
"1604","global-health-studies","HLTH 081","Current Issues in Medicine and Public Health","TTh 1pm-2:15pm","not specified","fall"
"1605","global-health-studies","HLTH 140","Health of the Public","not listed","SO","spring"
"1606","global-health-studies","HLTH 155","Biology of MalariaLymeand Other Vector-Borne Diseases","MW 1pm-2:15pm","SC","fall"
"1607","global-health-studies","HLTH 230","Global Health: Challenges and Responses","not listed","WR","fall"
"1608","global-health-studies","HLTH 240","Epidemiology and Public Health","TTh 1pm-2:15pm","QR","spring"
"1609","global-health-studies","HLTH 250","Evolution and Medicine","not listed","WR","fall"
"1610","global-health-studies","HLTH 270","The Growing Child in Global Context","W 2:30pm-4:30pm","SO","fall"
"1611","global-health-studies","HLTH 280","Historical Perspectives on Global Health","TTh 11:35am-12:25pm","HU","spring"
"1612","global-health-studies","HLTH 325","Methods and Ethics in Global Health Research","Th 1:30pm-3:20pm","SO","fall"
"1613","global-health-studies","HLTH 330","Case Studies in Global Health","TTh 4pm-5:15pm","WR","spring"
"1614","global-health-studies","HLTH 370","Politics of Reproduction","W 2:30pm-4:20pm","WR","spring"
"1615","global-health-studies","HLTH 444","BiologyPathogenesisand Natural History of HIV/AIDS","TTh 1pm-2:15pm","not specified","spring"
"1616","global-health-studies","HLTH 480","Studies in Evolutionary Medicine I","TTh 4pm-5:15pm","SC","spring"
"1617","global-health-studies","HLTH 481","Studies in Evolutionary Medicine II","TTh 4pm-5:15pm","SC","fall"
"1618","global-health-studies","HLTH 490","Global Health Research Colloquium","Th 1:30pm-3:20pm","not specified","fall"
"1619","global-health-studies","AFST 401","Research Methods in African Studies","M 1:30pm-3:20pm","not specified","fall"
"1620","global-health-studies","ANTH 386","Humanitarian Interventions: EthicsPoliticsand Health","HTBA","SO","spring"
"1621","global-health-studies","ECON 170","Health Economics and Public Policy","TTh 2:30pm-3:45pm","SO","fall"
"1622","global-health-studies","ECON 325","Economics of Developing Countries","TTh 2:30pm-3:45pm","SO","fall"
"1623","global-health-studies","ECON 327","The Economics of Poverty Alleviation","not listed","WR","fall"
"1624","global-health-studies","ECON 461","EconomicsAddictionand Public Policy","W 1:30pm-3:20pm","SO","spring"
"1625","global-health-studies","ECON 462","The Economics of Human Capital in Latin America","W 1:30pm-3:20pm","SO","spring"
"1626","global-health-studies","ECON 464","The Economics of Africa","T 1:30pm-3:20pm","SO","fall"
"1627","global-health-studies","ENVE 441","Biological Processes in Environmental Engineering","MW 1pm-2:15pm","SC","fall"
"1628","global-health-studies","EP&E 271","The Rwandan Genocide in Comparative Context","HTBA","SO","spring"
"1629","global-health-studies","EVST 261","Minerals and Human Health","TTh 11:35am-12:50pm","SC","fall"
"1630","global-health-studies","HSHM 437","The Global Crisis of Malaria","T 1:30pm-3:20pm","WR","spring"
"1631","global-health-studies","HUMS 076","Epidemics in Global Perspective","MW 2:30pm-3:45pm","HU","fall"
"1632","global-health-studies","MCDB 050","Immunology and Microbes","TTh 2:30pm-3:45pm","SC","fall"
"1633","global-health-studies","MCDB 290","Microbiology","TTh 1pm-2:15pm","SC","spring"
"1634","global-health-studies","MENG 491","Appropriate Technology and the Developing World","MW 1pm-2:15pm","not specified","spring"
"1635","global-health-studies","PLSC 248","Political Economy of Health Care","MW 2:30pm-3:45pm","SO","fall"
"1636","global-health-studies","PLSC 257","Bioethics and Law","HTBA","SO","spring"
"1637","global-health-studies","PLSC 446","Welfare States across Nations","HTBA","SO","spring"
"1638","global-health-studies","PSYC 355","Clinical Psychology in the Community","M 2:30pm-4:20pm","not specified","fall"
"1639","hellenic-studies","MGRK 110","Elementary Modern Greek I","MTWThF 9:25am-10:15am","L1","fall"
"1640","hellenic-studies","MGRK 120","Elementary Modern Greek II","MTWThF 9:25am-10:15am","L2","spring"
"1641","hellenic-studies","MGRK 130","Intermediate Modern Greek I","MTWThF 10:30am-11:20am","L3","fall"
"1642","hellenic-studies","MGRK 140","Intermediate Modern Greek II","MTWThF 10:30am-11:20am","L4","spring"
"1643","hellenic-studies","MGRK 212","Folktales and Fairy Tales","M 1:30pm-3:20pm","HU","spring"
"1644","hellenic-studies","MGRK 216","Dionysus in Modernity","Th 9:25am-11:15am","HU","fall"
"1645","hellenic-studies","MGRK 233","The Culture of the Cold War in Europe","F 1:30pm-3:20pm","HU","spring"
"1646","hellenic-studies","MGRK 234","SurveillanceParanoiaand the Modern State","F 1:30pm-3:20pm","HU","fall"
"1647","hellenic-studies","MGRK 235","Comparative Populism in Europe and the Americas","TTh 1pm-2:15pm","SO","fall"
"1648","hellenic-studies","MGRK 236","Eurozone Crisis","W 2:30pm-4:20pm","SO","fall"
"1649","hellenic-studies","MGRK 300","The Olympic GamesAncient and Modern","Th 9:25am-11:15am","HU","spring"
"1650","hellenic-studies","MGRK 303","The Greek Civil War","HTBA","SO","spring"
"1651","hellenic-studies","MGRK 481","Independent Tutorial","HTBA","not specified","fall"
"1652","history","HIST 126","Doctors and Patients in Western Medicine","TTh 11:35am-12:25pm","HU","spring"
"1653","history","HIST 222","Russia and the Eurasian Steppe","W 1:30pm-3:20pm","WR","not specified"
"1654","history","HIST 012","Politics and Society in the United States after World War II","MW 2:30pm-3:45pm","HU","spring"
"1655","history","HIST 013","Language and Power","TTh 11:35am-12:50pm","SO","spring"
"1656","history","HIST 015","History of Food and Cuisine","HTBA","HU","spring"
"1657","history","HIST 016","Significance of American Slavery","MW 4pm-5:15pm","WR","spring"
"1658","history","HIST 020","Rivers and Civilization","not listed","HU","fall"
"1659","history","HIST 021","The Age of Constantine","MW 1pm-2:15pm","WR","fall"
"1660","history","HIST 030","Tokyo","TTh 1pm-2:15pm","WR","fall"
"1661","history","HIST 032","Shanghai","TTh 1pm-2:15pm","WR","fall"
"1662","history","HIST 033","Fashion in London and Paris1750 to the Present","TTh 11:35am-12:50pm","WR","spring"
"1663","history","HIST 042","Oil and Empire","TTh 1pm-2:15pm","WR","fall"
"1664","history","HIST 045","The Holocaust and Its Afterlives","MW 11:35am-12:50pm","WR","fall"
"1665","history","HIST 070","Lawyers as Rebels","TTh 1pm-2:15pm","WR","fall"
"1666","history","HIST 072","The History of World History","TTh 2:30pm-3:45pm","WR","spring"
"1667","history","HIST 103","America before the Revolution","MW 2:30pm-3:45pm","HU","fall"
"1668","history","HIST 107","Introduction to American Indian History","MW 11:35am-12:50pm","WR","fall"
"1669","history","HIST 112","The Formation of Modern American Culture1876–1919","TTh 11:35am-12:50pm","HU","fall"
"1670","history","HIST 116","The American Revolution","TTh 2:30pm-3:20pm","HU","spring"
"1671","history","HIST 118","Minds and Brains in America","TTh 11:35am-12:25pm","HU","fall"
"1672","history","HIST 119","The Civil War and Reconstruction Era1845–1877","TTh 10:30am-11:20am","HU","spring"
"1673","history","HIST 120","American Environmental History","TTh 11:35am-12:50pm","HU","spring"
"1674","history","HIST 122","Origins of U.S. Global Power","MW 10:30am-11:20am","HU","spring"
"1675","history","HIST 127","U.S. Lesbian and Gay History","TTh 10:30am-11:20am","HU","fall"
"1676","history","HIST 135","American Economic History","TTh 1pm-2:15pm","WR","spring"
"1677","history","HIST 141","The American West","TTh 1:30pm-2:20pm","HU","fall"
"1678","history","HIST 146","Historical Perspectives on Global Health","TTh 11:35am-12:25pm","HU","spring"
"1679","history","HIST 152","New Haven and the American City","TTh 11:35am-12:25pm","SO","fall"
"1680","history","HIST 153","Science from Newton to Neutrons","not listed","HU","fall"
"1681","history","HIST 183","Asian American History1800 to the Present","MW 11:35am-12:25pm","HU","fall"
"1682","history","HIST 184","The Rise and Fall of Atlantic Slavery","TTh 1:30pm-2:20pm","HU","spring"
"1683","history","HIST 187","African American History from Emancipation to the Present","MW 10:30am-11:20am","WR","fall"
"1684","history","HIST 206","The Middle Ages300–1500","MW 10:30am-11:20am","WR","spring"
"1685","history","HIST 215","Reformation Europe1450–1650","TTh 1:30pm-2:20pm","HU","spring"
"1686","history","HIST 216","Zionism","HTBA","HU","fall"
"1687","history","HIST 217","The Roman Republic","MW 11:35am-12:50pm","HU","fall"
"1688","history","HIST 218","The Roman Empire","TTh 2:30pm-3:45pm","HU","spring"
"1689","history","HIST 219","Jewish History and Thought to Early Modern Times","TTh 11:35am-12:50pm","HU","fall"
"1690","history","HIST 221","Military History of the West since 1500","TTh 10:30am-11:20am","HU","fall"
"1691","history","HIST 223","Renaissance Italy","MW 11:35am-12:25pm","HU","spring"
"1692","history","HIST 229","From Oligarchy to Democracy in Britain1780-1914","TTh 11:35am-12:50pm","HU","fall"
"1693","history","HIST 237","Russian Culture: The Modern Age","HTBA","HU","spring"
"1694","history","HIST 238","Britain's Empire to 1776","MW 11:35am-12:25pm","HU","fall"
"1695","history","HIST 239","Britain's Empire since 1763","TTh 11:35am-12:25pm","HU","spring"
"1696","history","HIST 250","Gender and Sexuality in Modern Europe","TTh 2:30pm-3:20pm","WR","spring"
"1697","history","HIST 251","Early Modern England: PoliticsReligionand Society under the Tudors and Stuarts","MW 10:30am-11:20am","HU","fall"
"1698","history","HIST 261","The Cold War","MW 1pm-2:15pm","HU","fall"
"1699","history","HIST 263","Eastern Europe to 1914","TTh 2:30pm-3:20pm","HU","fall"
"1700","history","HIST 264","Eastern Europe since 1914","TTh 2:30pm-3:20pm","HU","spring"
"1701","history","HIST 271","European Intellectual History since Nietzsche","MW 10:30am-11:20am","HU","spring"
"1702","history","HIST 275","Revolutionary France1789–1871","MW 10:30am-11:20am","HU","fall"
"1703","history","HIST 276","France since 1871","MW 10:30am-11:20am","HU","spring"
"1704","history","HIST 280","The Catholic Intellectual Tradition","TTh 2:30pm-3:20pm","HU","fall"
"1705","history","HIST 290","Russia from the Ninth Century to 1801","TTh 1pm-2:15pm","HU","fall"
"1706","history","HIST 300","Alexander the Great and the Hellenistic World","MW 10:30am-11:20am","HU","spring"
"1707","history","HIST 307","The Making of Japan's Great Peace1550–1850","TTh 2:30pm-3:20pm","HU","spring"
"1708","history","HIST 323","Southeast Asia since 1900","TTh 11:35am-12:50pm","HU","spring"
"1709","history","HIST 332","African Encounters with Colonialism","TTh 1:30pm-2:20pm","HU","fall"
"1710","history","HIST 335","A History of South Africa","TTh 1:30pm-2:20pm","HU","spring"
"1711","history","HIST 340","Africa in the Era of the Slave Trade","TTh 9:25am-10:15am","HU","spring"
"1712","history","HIST 341","Political IslamPast and Present","not listed","HU","fall"
"1713","history","HIST 344","Making of the Modern Middle East","TTh 1:30pm-2:20pm","HU","spring"
"1714","history","HIST 350","Formation of the Islamic State610 –750","TTh 11:35am-12:50pm","HU","fall"
"1715","history","HIST 355","Colonial Latin America","TTh 10:30am-11:20am","HU","fall"
"1716","history","HIST 366","History of Cities in Modern Asia","TTh 1:30pm-2:20pm","HU","fall"
"1717","history","HIST 373","The Silk Road","TTh 1pm-2:15pm","HU","spring"
"1718","history","HIST 375","China from Mao to Now","MW 11:35am-12:50pm","HU","spring"
"1719","history","HIST 396","India and Pakistan since 1947","MW 1pm-2:15pm","HU","spring"
"1720","history","HIST 464","Egypt and the Classical World in the First Millennium B.C.","TTh 1pm-2:15pm","HU","fall"
"1721","history","HIST 103","Life and Writings of Frederick Douglass","W 1:30pm-3:20pm","WR","spring"
"1722","history","HIST 108","PiratesBuccaneersand Corsairs in America","W 1:30pm-3:20pm","WR","not specified"
"1723","history","HIST 130","Indians and the Spanish Borderlands","T 4pm-5:50pm","WR","spring"
"1724","history","HIST 133","The Creation of the American Politician1789–1820","T 1:30pm-3:20pm","WR","not specified"
"1725","history","HIST 134","Yale and America: Selected Topics in Social and Cultural History","T 3:30pm-5:20pm","WR","not specified"
"1726","history","HIST 135","The Age of Hamilton and Jefferson","W 9:25am-11:15am","WR","not specified"
